area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28
sla,N.36 Repah,-0.097,0.121,0.095,-0.914,0.158,0.111,-0.398,-0.104,0.139,-0.008,-0.053,0.005,0.122,0.012,0.023,0.016,0.076,-0.287,0.007,0.0,-0.111,0.0,0.0,0.024,0.033,-0.149,0.126,-0.104
sla,N.01 Kuala Linggi,-0.494,-0.541,-0.665,0.043,-0.122,0.091,-0.175,0.004,0.377,0.016,-0.038,0.005,-0.148,-0.048,0.046,0.104,-0.106,0.053,-0.498,0.073,0.106,0.0,0.0,-0.975,0.002,0.031,0.094,-0.344
sla,N.02 Tanjung Bidara,-0.596,-0.441,-0.582,-0.687,-0.268,0.064,-0.027,0.019,0.019,0.082,0.0,0.003,-0.188,-0.198,0.005,0.078,0.0,-0.445,-0.211,0.157,0.161,0.0,0.0,-0.975,-0.414,-0.08,-0.9,-0.41
sla,N.03 Ayer Limau,-0.472,-0.428,-0.497,-0.865,0.052,0.364,-0.454,0.0,0.019,-0.046,0.006,0.01,-0.09,0.058,0.099,0.022,0.066,0.029,-0.307,0.053,0.027,0.0,0.0,-0.975,-0.38,0.042,0.121,-0.31
sla,N.04 Lendu,-0.441,-0.265,-0.397,-0.959,0.003,0.194,-0.181,0.001,-0.031,-0.024,0.006,0.006,-0.024,-0.05,0.176,0.137,0.086,-0.029,-0.326,0.137,0.03,0.0,0.0,-0.975,0.06,0.017,0.243,-0.26
sla,N.05 Taboh Naning,-0.335,0.008,0.02,-0.998,-0.042,0.307,-0.396,-0.212,0.047,-0.095,-0.198,-0.187,-0.233,0.008,0.1,0.015,-0.222,-0.588,-0.268,0.05,0.141,0.0,0.0,-0.975,0.021,0.043,-0.9,-0.552
sla,N.06 Rembia,-0.516,-0.327,-0.572,-0.998,-0.195,0.144,0.049,0.029,0.13,-0.128,-0.318,-0.275,-0.27,-0.365,0.103,0.151,-0.008,-0.488,-0.364,0.154,0.253,0.0,0.0,0.013,-0.024,-0.127,0.13,0.013
sla,N.07 Gadek,-0.459,-0.201,-0.253,-0.926,-0.143,0.172,0.037,0.008,-0.013,-0.015,-0.308,-0.309,-0.261,-0.103,0.013,0.106,0.047,-0.172,-0.134,0.034,0.185,0.0,0.0,-0.975,0.017,0.025,-0.9,-0.449
sla,N.08 Machap Jaya,-0.044,0.006,-0.307,0.013,0.037,0.39,-0.402,-0.291,-0.111,-0.061,-0.205,-0.254,-0.311,-0.125,0.203,0.114,-0.198,-0.732,-0.307,0.031,0.226,0.0,0.0,-0.975,0.011,0.071,0.424,-0.451
sla,N.09 Durian Tunggal,-0.472,-0.43,-0.428,-0.483,-0.179,0.172,0.044,0.027,-0.077,-0.062,-0.195,-0.233,-0.229,-0.359,0.165,0.141,-0.108,-0.818,-0.402,0.067,0.223,0.0,0.0,-0.975,-0.425,-0.401,-0.108,-0.576
sla,N.10 Asahan,0.003,0.056,0.056,0.011,0.0,0.262,-0.584,-0.522,-0.109,-0.085,0.012,0.006,-0.237,0.153,-0.001,0.044,0.025,0.004,0.0,0.174,0.057,0.0,0.0,-0.975,0.043,0.18,0.286,-0.002
sla,N.11 Sungai Udang,-0.6,-0.381,-0.488,-0.256,-0.383,0.089,0.236,0.046,-0.207,-0.023,0.013,-0.022,0.037,-0.521,0.175,0.155,-0.037,-0.287,-0.537,-0.059,0.057,0.0,0.0,-0.975,-0.158,-0.372,-0.9,-0.498
sla,N.12 Pantai Kundor,-0.679,-0.52,-0.706,-0.065,-0.569,-0.389,0.033,0.059,-0.081,0.037,0.006,-0.0,-0.129,-0.012,0.044,0.19,0.103,0.047,-0.498,-0.026,0.087,0.0,0.0,-0.975,0.009,-0.013,0.054,-0.458
sla,N.13 Paya Rumput,-0.547,-0.42,-0.664,0.005,-0.372,0.077,0.084,0.078,-0.017,-0.041,-0.012,-0.031,0.04,-0.419,0.153,0.216,0.042,-0.33,-0.441,0.076,0.033,0.0,0.0,-0.975,-0.09,-0.547,-0.9,-0.481
sla,N.14 Kelebang,-0.657,-0.577,-0.776,-0.879,-0.642,-0.441,0.067,0.071,-0.007,-0.043,0.0,-0.014,-0.057,0.006,0.082,0.113,-0.024,0.007,-0.268,-0.068,0.035,0.0,0.0,0.018,-0.628,-0.392,-0.9,-0.546
sla,N.15 Pengkalan Batu,-0.706,-0.562,-0.816,-0.944,-0.748,-0.738,0.169,0.121,0.003,-0.052,0.001,0.001,-0.221,-0.024,0.08,0.28,0.014,0.019,-0.498,0.064,0.144,0.0,0.0,0.025,0.035,-0.444,-0.9,-0.075
sla,N.16 Ayer Keroh,-0.6,-0.229,-0.447,-0.461,-0.495,-0.214,0.074,0.084,-0.061,-0.046,-0.027,-0.07,0.079,-0.247,0.163,0.166,0.056,-0.717,-0.153,-0.038,-0.037,0.0,0.0,-0.975,0.02,-0.529,-0.308,0.078
sla,N.17 Bukit Katil,-0.679,-0.363,-0.516,-0.999,-0.457,-0.357,0.109,0.126,0.007,-0.067,0.006,0.009,0.525,-0.065,0.193,0.287,0.139,0.001,-0.402,-0.054,-0.375,0.0,0.0,0.011,0.059,-0.529,-0.058,-0.49
sla,N.18 Ayer Molek,-0.521,-0.541,-0.74,-1.0,-0.041,0.223,0.011,0.016,0.017,0.002,-0.053,-0.053,0.329,-0.179,0.101,0.007,0.068,-0.029,-0.46,0.014,-0.246,0.0,0.0,-0.975,-0.648,-0.416,0.034,-0.456
sla,N.19 Kesidang,-0.657,-0.523,-0.688,-0.833,-0.675,-0.549,0.063,0.168,-0.041,-0.07,-0.071,-0.094,-0.122,-0.185,0.122,0.145,0.014,-0.574,-0.441,0.078,0.114,0.0,0.0,-0.975,0.001,-0.454,-0.9,-0.521
sla,N.20 Kota Laksamana,-0.724,-0.639,-0.846,-0.635,-0.761,-0.746,0.21,0.225,-0.064,-0.068,0.006,0.002,-0.33,0.075,0.107,0.082,0.086,-0.875,-0.23,-0.056,0.163,0.0,0.0,0.085,0.183,0.052,0.021,-0.0
sla,N.21 Duyong,-0.706,-0.569,-0.756,-0.863,-0.583,-0.532,0.149,0.142,0.124,-0.041,-0.049,-0.013,-0.004,-0.099,0.1,0.112,0.034,0.019,-0.115,-0.012,0.03,0.0,0.0,-0.975,-0.086,-0.138,-0.9,-0.427
sla,N.22 Bandar Hilir,-0.732,-0.585,-0.814,0.024,-0.778,-0.821,0.077,0.169,-0.142,-0.153,0.001,-0.086,-0.369,0.172,0.115,0.134,-0.119,-0.875,0.014,-0.045,0.125,0.0,0.0,0.048,0.711,0.129,0.093,0.021
sla,N.23 Telok Mas,-0.662,-0.495,-0.521,0.06,-0.423,-0.406,0.103,0.078,0.019,-0.003,0.001,0.001,-0.09,-0.013,0.114,0.102,0.151,0.008,-0.498,-0.033,0.063,0.0,0.0,-0.975,-0.178,-0.198,0.011,-0.53
sla,N.24 Bemban,-0.229,-0.446,-0.66,-0.833,0.02,0.358,0.0,0.003,-0.027,-0.035,0.003,0.001,-0.052,-0.057,0.122,0.113,0.027,-0.588,-0.556,-0.092,0.049,0.0,0.0,0.019,-0.039,0.014,0.341,-0.388
sla,N.25 Rim,-0.15,-0.35,-0.558,-0.509,0.045,0.355,-0.42,-0.295,-0.202,-0.007,0.009,-0.047,-0.291,0.023,0.023,0.271,0.059,-0.201,-0.422,-0.054,0.169,0.0,0.0,-0.975,0.044,0.115,0.08,0.142
sla,N.26 Serkam,-0.569,-0.549,-0.706,0.003,-0.025,0.329,0.031,0.018,-0.082,0.063,0.01,0.006,-0.098,-0.036,0.049,0.075,-0.048,-0.803,-0.479,-0.136,0.073,0.0,0.0,-0.975,-0.479,0.001,-0.9,-0.593
sla,N.27 Merlimau,-0.366,-0.515,-0.741,-0.95,0.145,0.3,0.001,0.003,-0.094,-0.015,0.011,0.007,-0.183,-0.137,0.082,0.114,0.11,-0.287,-0.364,-0.103,0.144,0.0,0.0,-0.975,0.021,0.013,0.048,-0.488
sla,N.28 Sungai Rambai,-0.344,-0.556,-0.788,-0.561,0.128,0.17,0.029,-0.018,-0.02,-0.046,-0.031,-0.046,-0.333,-0.13,-0.08,-0.037,-0.061,-0.23,-0.364,-0.146,0.242,0.0,0.0,-0.975,-0.12,0.03,-0.9,-0.485
sla,N.01 Buloh Kasap,0.033,0.003,0.001,-0.854,0.087,0.456,-0.752,-0.609,-0.146,-0.063,0.008,-0.109,-0.176,-0.003,0.078,0.079,-0.098,-0.387,0.112,0.062,0.112,0.0,0.0,-0.975,0.014,0.071,0.03,-0.164
sla,N.02 Jementah,0.014,0.015,0.009,-0.911,0.085,0.406,-0.595,-0.379,0.171,0.003,0.0,-0.025,-0.23,0.113,0.064,0.039,-0.04,-0.574,-0.307,0.188,0.076,0.0,0.0,-0.975,0.062,0.055,0.281,-0.338
sla,N.03 Pemanis,0.005,0.009,-0.11,-0.993,0.137,0.481,-0.65,-0.331,0.03,-0.025,-0.0,-0.075,-0.112,0.261,0.099,0.074,0.004,-0.545,-0.383,0.137,-0.051,0.0,0.0,-0.975,0.031,-0.0,-0.9,0.045
sla,N.04 Kemelah,0.012,-0.062,-0.166,-0.825,0.081,0.395,-0.61,-0.32,-0.019,-0.025,0.004,-0.062,-0.021,0.028,0.019,0.05,-0.053,-0.287,0.098,0.112,0.005,0.0,0.0,0.013,0.016,0.009,0.0,-0.339
sla,N.05 Tenang,0.011,0.16,0.088,-0.208,0.19,0.32,-0.687,-0.567,-0.04,-0.127,0.003,-0.08,-0.181,0.221,0.077,-0.021,-0.251,-0.244,-0.134,0.126,-0.008,0.0,0.0,-0.975,0.057,0.025,-0.9,0.012
sla,N.06 Bekok,0.071,0.172,0.147,-0.903,0.377,0.022,-0.784,-0.713,-0.101,-0.079,0.007,-0.078,-0.094,0.227,0.103,0.087,-0.113,-0.875,0.077,0.104,-0.045,0.0,0.0,-0.975,0.003,0.086,0.492,0.026
sla,N.07 Bukit Kepong,0.067,0.195,0.099,-0.532,0.224,0.255,-0.723,-0.671,-0.095,-0.03,0.001,-0.13,-0.155,0.141,-0.026,0.027,-0.045,0.03,-0.23,0.084,0.019,0.0,0.0,-0.975,0.02,0.161,0.287,0.0
sla,N.08 Bukit Pasir,0.005,-0.075,-0.361,0.009,0.033,0.302,-0.161,0.0,-0.201,0.065,0.008,-0.141,-0.248,-0.17,0.056,0.002,-0.132,-0.158,-0.479,-0.002,0.193,0.0,0.0,-0.975,-0.436,0.007,-0.202,-0.196
sla,N.09 Gambir,0.004,0.189,0.106,-0.368,0.027,0.209,-0.414,-0.218,-0.054,0.07,-0.019,-0.135,-0.049,0.097,0.067,0.068,-0.055,0.01,-0.422,0.028,-0.012,0.0,0.0,-0.975,0.006,0.014,0.169,-0.253
sla,N.10 Tangkak,0.005,0.22,0.173,-0.885,0.147,0.153,-0.438,-0.033,0.026,0.105,-0.053,-0.123,-0.029,0.016,0.111,0.074,-0.082,-0.574,0.028,-0.023,0.016,0.0,0.0,0.009,0.042,-0.108,0.097,-0.252
sla,N.11 Serom,0.002,-0.425,-0.719,0.022,-0.012,0.153,0.091,0.001,0.038,0.031,-0.073,-0.137,-0.106,0.064,0.063,0.052,-0.082,-0.602,-0.441,-0.089,0.033,0.0,-0.004,-0.975,0.004,0.035,-0.089,-0.268
sla,N.12 Bentayan,-0.706,-0.639,-0.852,0.133,-0.541,-0.506,0.167,0.141,0.01,0.1,-0.013,-0.093,0.001,0.018,0.132,0.138,0.046,-0.545,-0.057,0.112,-0.002,0.0,0.0,0.084,0.208,0.015,0.02,0.026
sla,N.13 Simpang Jeram,-0.596,-0.621,-0.86,-0.998,-0.228,0.025,0.076,0.075,-0.064,0.153,0.001,-0.11,0.025,-0.118,0.153,0.2,0.041,-0.301,-0.46,0.081,-0.002,0.0,0.0,-0.975,-0.158,-0.487,-0.9,-0.26
sla,N.14 Bukit Naning,-0.119,-0.451,-0.552,-0.694,-0.0,0.189,-0.343,-0.069,-0.45,0.36,0.032,-0.193,-0.258,-0.25,0.046,0.024,0.041,-0.244,-0.038,-0.035,0.218,0.0,-0.033,-0.975,-0.663,-0.152,0.029,-0.351
sla,N.15 Maharani,-0.468,-0.356,-0.637,-0.116,-0.065,0.046,0.013,0.031,0.004,0.102,-0.067,-0.143,0.056,-0.158,0.132,0.222,0.044,0.021,-0.23,0.05,-0.027,0.0,-0.009,0.008,-0.066,-0.046,0.037,-0.471
sla,N.16 Sungai Balang,0.003,-0.113,-0.321,0.029,0.086,0.01,0.025,-0.153,-0.156,0.12,-0.01,-0.189,-0.102,-0.015,0.128,0.114,-0.161,-0.875,-0.422,0.006,0.068,0.0,0.0,-0.975,-0.18,0.043,0.01,-0.304
sla,N.17 Semerah,-0.026,-0.649,-0.894,0.01,0.164,0.019,0.065,0.002,-0.017,0.058,-0.012,-0.105,-0.067,0.064,0.09,0.103,-0.174,-0.23,-0.192,0.109,0.011,0.0,0.0,0.013,0.052,0.01,0.001,0.017
sla,N.18 Sri Medan,0.01,0.072,0.045,-0.97,0.098,0.074,-0.566,-0.403,-0.024,0.114,-0.067,-0.153,-0.133,0.039,0.057,0.072,-0.082,0.001,-0.345,0.092,0.063,0.0,0.0,-0.975,0.017,0.046,0.104,0.012
sla,N.19 Yong Peng,0.03,0.028,0.019,0.045,-0.014,0.272,-0.609,-0.539,-0.074,-0.013,0.003,-0.102,-0.104,0.024,0.119,0.071,-0.288,-0.66,-0.23,0.062,0.054,0.0,0.0,-0.975,-0.136,-0.063,0.007,0.004
sla,N.20 Semarang,0.002,-0.453,-0.696,-0.995,0.063,0.087,-0.387,-0.292,0.015,0.04,-0.018,-0.093,-0.042,0.029,0.109,0.026,-0.227,-0.273,-0.422,0.174,0.016,0.0,0.0,-0.975,0.006,0.035,0.038,-0.445
sla,N.21 Parit Yaani,-0.106,-0.134,-0.27,-0.942,0.061,0.148,-0.093,0.014,-0.099,0.086,-0.01,-0.151,-0.102,-0.222,0.152,0.107,-0.008,-0.588,-0.345,0.162,0.112,0.0,0.0,-0.975,-0.024,-0.203,-0.376,-0.315
sla,N.22 Parit Raja,-0.079,0.002,-0.005,-0.985,0.082,0.139,0.001,0.017,-0.082,0.148,-0.179,-0.282,-0.302,-0.461,0.211,0.092,-0.148,-0.502,-0.441,0.07,0.299,0.0,0.0,0.001,-0.291,-0.211,-0.006,-0.405
sla,N.23 Penggaram,-0.622,0.0,0.003,-0.386,-0.292,-0.22,0.105,0.132,0.024,0.007,-0.092,-0.159,-0.016,0.01,0.154,0.11,-0.148,-0.617,-0.364,0.16,0.011,0.0,0.0,0.038,0.004,-0.278,0.067,-0.21
sla,N.24 Senggarang,0.004,0.035,0.068,0.041,0.04,0.059,0.034,-0.094,-0.088,0.06,-0.009,-0.144,-0.118,0.001,0.063,0.095,-0.04,-0.086,-0.479,0.081,0.076,0.0,0.0,-0.975,-0.357,0.018,-0.006,-0.202
sla,N.25 Rengit,0.002,-0.649,-0.902,0.009,0.192,0.041,0.03,-0.359,0.084,-0.01,-0.056,-0.108,0.003,0.213,0.071,0.047,-0.1,-0.574,-0.537,0.115,-0.078,0.0,0.0,-0.975,0.007,0.029,0.165,0.001
sla,N.26 Machap,0.016,-0.296,-0.52,0.001,-0.055,0.246,-0.487,-0.387,-0.171,0.033,0.005,-0.151,-0.078,-0.063,-0.005,0.015,0.018,0.047,0.077,0.171,0.065,0.0,0.0,-0.975,-0.285,0.001,0.0,-0.433
sla,N.27 Layang-Layang,0.016,-0.252,-0.553,-0.955,0.175,0.625,-0.647,-0.531,-0.188,0.013,0.012,-0.098,-0.023,0.031,-0.16,-0.193,-0.029,0.032,0.007,0.104,0.003,0.0,0.0,-0.975,-0.105,0.029,0.245,-0.264
sla,N.28 Mengkibol,0.002,0.058,0.07,-0.902,0.111,0.493,0.002,0.013,-0.079,-0.016,0.004,-0.097,0.013,0.021,0.056,0.02,-0.058,-0.416,0.063,0.137,-0.014,0.0,0.0,0.021,-0.053,-0.348,-0.494,-0.453
sla,N.29 Mahkota,-0.49,-0.013,0.029,-0.978,-0.237,0.117,0.016,0.051,-0.082,-0.016,0.004,-0.092,-0.033,0.03,0.047,0.029,-0.018,-0.301,-0.077,0.174,0.011,0.0,0.0,0.003,0.035,-0.289,0.05,-0.214
sla,N.31 Kahang,0.06,0.162,0.073,-0.407,0.203,0.349,-0.76,-0.673,-0.131,-0.008,0.007,-0.104,0.004,0.08,0.007,-0.073,-0.074,0.016,0.084,0.034,-0.029,0.0,0.0,-0.975,-0.152,0.022,0.033,-0.181
sla,N.32 Endau,0.073,0.12,0.103,0.007,0.313,0.058,0.033,-0.683,0.016,-0.019,0.001,-0.075,0.038,0.022,-0.26,-0.222,0.003,0.09,0.007,-0.16,-0.039,0.0,0.0,-0.975,-0.014,0.028,0.119,-0.055
sla,N.33 Tenggaroh,0.124,0.142,0.172,0.003,0.312,0.158,-0.785,-0.697,-0.136,-0.047,0.002,-0.146,-0.058,0.02,-0.049,-0.029,0.044,0.053,-0.211,-0.108,0.03,0.0,0.0,0.014,0.028,0.032,0.274,-0.122
sla,N.34 Panti,0.05,0.163,0.095,0.086,0.138,0.144,0.042,-0.566,-0.001,-0.036,0.002,-0.067,0.022,0.008,0.058,0.065,0.02,-0.057,-0.249,0.084,-0.018,0.0,0.0,0.01,-0.317,-0.034,0.048,-0.09
sla,N.35 Pasir Raja,0.014,-0.345,-0.546,-0.497,0.191,0.261,-0.518,-0.418,-0.038,-0.02,0.005,-0.063,-0.003,-0.131,0.135,0.037,0.02,-0.301,-0.077,0.106,0.035,0.0,0.0,-0.975,-0.017,-0.02,0.164,-0.396
sla,N.36 Sedili,0.074,0.081,0.096,-0.118,0.213,0.318,0.004,-0.7,-0.069,-0.03,0.004,-0.083,0.006,0.16,-0.183,0.001,-0.045,0.077,-0.23,0.042,-0.061,0.0,-0.072,-0.975,0.012,0.041,0.046,-0.179
sla,N.37 Johor Lama,0.013,-0.229,-0.333,0.13,0.136,0.432,-0.602,-0.494,-0.047,-0.013,0.004,-0.074,0.006,0.144,0.069,-0.052,-0.132,0.009,-0.019,0.154,-0.055,0.0,-0.009,-0.975,0.087,0.017,0.139,0.033
sla,N.38 Penawar,0.023,-0.301,-0.491,0.052,-0.025,0.382,-0.586,-0.506,-0.044,-0.008,-0.042,-0.146,0.003,0.111,0.095,0.077,0.014,-0.316,0.035,0.034,-0.039,0.0,0.0,-0.975,0.003,-0.051,0.086,-0.08
sla,N.39 Tanjung Surat,0.019,-0.214,-0.775,0.163,-0.009,0.312,0.004,-0.549,-0.217,-0.029,0.002,-0.208,-0.13,0.05,0.065,-0.01,0.02,-0.129,-0.192,0.213,0.054,0.0,0.0,-0.975,0.045,0.067,0.136,-0.197
sla,N.40 Tiram,0.014,-0.404,-0.767,0.199,-0.134,0.217,0.009,0.016,-0.103,-0.014,0.006,-0.094,0.022,-0.504,0.078,0.038,-0.113,-0.143,-0.192,0.171,0.073,0.0,0.0,-0.975,-0.214,-0.449,-0.692,-0.432
sla,N.41 Puteri Wangsa,-0.053,-0.379,-0.516,-0.696,-0.15,0.23,0.039,0.069,-0.033,-0.07,0.002,-0.088,0.015,-0.435,0.265,0.242,0.03,-0.488,-0.038,0.204,0.071,0.0,0.0,0.005,0.004,-0.6,-0.745,-0.457
sla,N.42 Johor Jaya,-0.419,-0.263,-0.467,0.052,-0.361,-0.223,0.04,0.083,-0.047,-0.065,0.003,-0.082,-0.003,-0.409,0.186,0.1,0.082,-0.029,0.056,0.227,0.09,0.0,0.0,0.018,0.018,-0.513,0.015,-0.472
sla,N.43 Permas,-0.437,-0.5,-0.621,0.023,-0.67,-0.514,0.211,0.123,-0.114,-0.054,0.008,-0.086,0.035,-0.521,0.142,0.081,0.009,-0.316,-0.038,0.162,0.057,0.0,0.0,0.005,0.008,-0.441,-0.087,-0.431
sla,N.44 Larkin,-0.666,-0.428,-0.612,-0.91,-0.716,-0.642,0.174,0.221,0.011,-0.07,0.0,-0.081,-0.06,-0.173,0.168,0.214,0.146,-0.344,0.028,0.232,0.076,0.0,0.0,0.057,0.08,-0.34,0.089,-0.343
sla,N.45 Stulang,-0.688,-0.526,-0.698,0.042,-0.678,-0.525,0.232,0.233,-0.024,-0.177,0.0,-0.099,-0.175,-0.033,0.129,0.188,0.134,-0.445,-0.364,0.188,0.117,0.0,0.0,0.032,0.059,-0.463,-0.9,-0.396
sla,N.46 Perling,-0.525,-0.541,-0.607,0.067,-0.592,-0.435,0.324,0.159,0.001,-0.053,-0.006,-0.091,0.034,-0.253,0.347,0.278,-0.034,-0.803,-0.211,0.168,0.008,0.0,0.0,0.09,0.046,-0.42,-0.677,-0.28
sla,N.47 Kempas,-0.662,-0.459,-0.661,-0.952,-0.687,-0.629,0.129,0.216,-0.038,-0.008,0.001,-0.096,0.031,-0.421,0.124,0.11,-0.127,-0.516,0.049,0.235,0.046,0.0,0.0,0.022,-0.096,-0.502,-0.9,-0.438
sla,N.48 Skudai,-0.587,-0.474,-0.596,-0.473,-0.6,-0.239,0.113,0.158,-0.047,-0.021,0.003,-0.086,0.073,-0.206,0.154,0.186,0.095,-0.387,0.056,0.165,-0.037,0.0,0.0,0.013,0.019,-0.485,-0.594,-0.42
sla,N.49 Kota Iskandar,0.007,0.069,0.049,0.033,-0.046,0.104,0.033,0.045,-0.035,-0.007,-0.013,-0.118,0.042,-0.449,0.315,0.305,0.034,-0.645,-0.153,0.221,0.035,0.0,0.0,-0.346,-0.237,-0.511,-0.219,-0.466
sla,N.50 Bukit Permai,0.009,-0.139,-0.29,-0.957,0.079,0.425,-0.379,0.001,-0.026,-0.045,-0.104,-0.188,-0.032,-0.282,0.194,0.28,0.037,-0.057,0.021,-0.066,0.082,0.0,0.0,-0.975,-0.266,-0.435,-0.354,-0.447
sla,N.51 Bukit Batu,0.012,0.086,0.076,0.0,0.035,0.181,-0.375,0.0,-0.029,-0.016,-0.042,-0.137,0.013,-0.209,0.093,0.038,0.028,-0.029,-0.038,0.028,0.03,0.0,0.0,-0.975,-0.302,-0.403,0.01,-0.308
sla,N.52 Senai,-0.203,-0.193,0.008,-0.839,-0.25,0.096,0.025,0.036,-0.223,0.253,0.009,-0.144,-0.375,-0.352,0.181,0.067,-0.166,-0.531,-0.153,0.062,0.327,0.0,0.0,-0.216,0.015,-0.292,0.054,-0.357
sla,N.53 Benut,0.006,-0.613,-0.849,-0.583,0.169,0.109,-0.541,-0.41,-0.013,0.05,0.001,-0.09,-0.019,0.14,0.01,-0.064,-0.058,-0.086,0.049,0.045,-0.041,0.0,0.0,-0.975,0.029,0.089,0.04,-0.075
sla,N.54 Pulai Sebatang,0.002,-0.647,-0.851,-0.699,0.045,0.145,0.068,0.001,-0.034,-0.008,0.002,-0.079,0.015,0.111,0.129,0.045,-0.024,-0.201,-0.019,-0.009,-0.051,0.0,0.0,0.053,0.03,0.025,0.109,-0.064
sla,N.55 Pekan Nanas,0.003,-0.242,-0.411,-0.653,0.032,0.121,-0.241,-0.012,-0.157,0.057,0.009,-0.106,-0.023,-0.114,0.139,0.023,0.019,-0.115,0.028,0.087,0.044,0.0,0.0,-0.975,-0.047,-0.1,0.053,-0.451
sla,N.56 Kukup,0.008,-0.366,-0.374,0.086,0.154,0.027,0.336,-0.321,-0.095,0.0,0.005,-0.099,-0.081,0.093,0.002,0.009,0.037,0.021,-0.211,-0.07,0.003,0.0,0.0,-0.975,0.004,0.041,0.088,-0.274
sla,N.01 Banggi,0.035,0.055,0.063,0.016,0.181,-0.259,-0.823,-0.73,0.035,0.099,-0.011,-0.238,0.113,0.059,-0.106,-0.235,-0.111,0.605,0.356,0.148,-0.119,-0.325,-0.57,-0.975,-0.62,0.125,-0.9,0.054
sla,N.02 Bengkoka,0.066,0.089,0.065,-0.376,0.229,0.231,-0.825,-0.72,-0.022,0.036,0.002,-0.247,0.086,0.152,-0.5,-0.486,-0.111,0.75,0.307,0.162,-0.127,-0.058,-0.329,-0.975,0.004,0.077,-0.9,0.628
sla,N.03 Pitas,0.022,0.082,0.058,0.019,0.129,0.172,-0.817,-0.644,0.022,0.067,0.002,-0.24,0.101,0.068,-0.434,-0.284,0.161,0.431,0.426,0.087,-0.113,-0.054,-0.208,0.047,0.011,0.057,-0.9,0.292
sla,N.04 Tanjong Kapor,0.003,-0.144,0.001,0.001,0.138,0.131,-0.717,-0.112,0.074,0.204,-0.062,-0.286,0.091,-0.029,-0.283,-0.157,0.097,0.342,0.335,0.235,-0.076,0.0,-0.032,0.014,-0.264,0.022,0.069,0.004
sla,N.05 Matunggong,0.029,0.058,0.037,-0.283,0.079,0.269,-0.816,-0.575,0.057,0.145,-0.033,-0.272,0.126,0.125,-0.433,-0.342,0.101,0.476,0.321,0.092,-0.152,0.0,-0.188,-0.975,-0.227,0.043,-0.9,0.204
sla,N.06 Bandau,0.046,0.497,0.229,-0.54,0.318,-0.037,-0.808,-0.632,0.011,0.078,-0.029,-0.28,0.137,0.035,-0.397,-0.276,0.063,0.477,0.251,0.218,-0.131,-0.006,-0.102,-0.975,0.019,0.01,0.109,0.354
sla,N.07 Tandek,0.065,0.515,0.213,-0.979,0.303,0.019,-0.82,-0.681,0.025,0.037,-0.034,-0.278,0.1,0.056,-0.227,-0.169,0.12,0.281,0.384,0.277,-0.109,-0.018,-0.148,0.026,-0.337,-0.039,-0.9,0.164
sla,N.08 Pintasan,0.01,0.178,0.154,-0.394,0.182,0.043,-0.811,-0.575,0.144,0.207,-0.032,-0.259,0.077,0.183,-0.46,-0.39,0.129,0.514,0.488,-0.089,-0.131,0.0,-0.418,-0.975,-0.307,0.016,-0.9,0.725
sla,N.09 Tempasuk,-0.053,0.16,0.079,-0.52,-0.141,-0.38,-0.787,-0.379,0.139,0.244,-0.053,-0.264,0.057,0.169,-0.221,-0.169,0.051,0.145,0.384,-0.132,-0.111,0.0,-0.187,-0.975,-0.642,0.016,-0.9,0.05
sla,N.10 Usukan,-0.335,0.045,0.066,0.02,-0.003,0.05,-0.728,0.005,0.067,0.321,-0.04,-0.272,0.046,0.051,-0.139,-0.211,0.067,0.29,0.523,-0.101,-0.057,0.0,-0.092,0.022,-0.047,0.012,0.112,0.039
sla,N.11 Kadamaian,0.051,0.85,0.627,-0.871,0.256,-0.229,-0.82,-0.65,0.063,0.197,-0.011,-0.249,0.07,0.148,-0.354,-0.334,0.084,0.309,0.216,-0.009,-0.115,-0.018,-0.277,-0.975,-0.2,0.038,-0.9,0.081
sla,N.12 Sulaman,-0.256,0.027,0.067,0.054,-0.083,-0.341,-0.685,0.001,0.075,0.165,-0.047,-0.274,0.041,-0.032,0.011,-0.135,0.084,0.106,0.098,-0.078,-0.031,0.0,-0.077,-0.975,-0.536,-0.187,-0.9,0.45
sla,N.13 Pantai Dalit,-0.543,-0.252,0.0,0.282,-0.356,-0.502,-0.337,0.034,0.08,0.148,-0.045,-0.275,0.043,-0.25,-0.076,-0.139,-0.066,0.06,0.084,0.0,-0.002,0.0,-0.013,0.013,-0.285,-0.187,0.065,-0.156
sla,N.14 Tamparuli,0.009,0.129,0.097,-0.435,0.22,0.068,-0.756,-0.338,0.05,0.121,-0.045,-0.285,0.046,0.013,-0.147,-0.118,0.081,0.149,0.251,0.008,-0.043,0.0,-0.151,-0.975,-0.104,0.045,-0.9,0.064
sla,N.15 Kiulu,0.04,0.409,0.227,-0.97,0.377,-0.256,-0.819,-0.696,0.013,0.103,-0.026,-0.282,-0.101,0.129,-0.332,-0.205,0.025,0.146,-0.019,-0.045,-0.004,0.0,-0.461,-0.975,-0.064,0.24,-0.9,0.103
